#id RA DEC X Y F115W F115W_err F150W F150W_err F200W F200W_err F277W F277W_err F356W F356W_err F410M F410M_err F444W F444W_err
1731 214.9494593 52.9426575 345.9697 2997.7488 28.2149 0.1088 28.2989 0.0907 28.4132 0.1244 26.7061 0.0395 26.7681 0.0542 26.6575 0.1031 27.5488 0.1796
1732 215.0192313 52.9923745 7937.0884 2994.7629 26.2926 0.0626 26.4318 0.0675 26.3685 0.0418 25.0216 0.0143 25.2385 0.0149 25.6003 0.0326 25.2358 0.0209
1733 215.0123153 52.9874308 7183.4062 2996.7559 0.0 0.0 0.0 0.0 27.8895 0.1264 26.0055 0.046 25.6441 0.0329 0.0 0.0 26.4643 0.0726
1734 214.9991423 52.9782749 5770.9487 2980.6196 26.6214 0.0603 26.094 0.046 25.8185 0.0281 0.0 0.0 23.4386 0.0098 22.5829 0.0096 23.0569 0.0076
1735 215.0321061 53.0016154 9343.4023 2987.8975 25.5958 0.0287 25.1978 0.0219 25.1339 0.0188 23.6318 0.0081 23.91 0.0092 24.1662 0.0241 24.4753 0.0147
1736 215.0279511 52.9985743 8884.3271 2994.5974 0.0 0.0 27.9351 0.1541 28.0027 0.125 26.3097 0.0646 26.9303 0.0687 26.4445 0.0786 26.6239 0.0555
1737 214.971699 52.958533 2768.5374 2995.9392 27.8383 0.1078 29.0787 0.1157 28.1102 0.1241 26.3332 0.0653 26.1962 0.0598 26.6684 0.1275 27.5406 0.1143
1738 215.0009773 52.9793941 5953.8066 2994.6602 27.7909 0.0943 0.0 0.0 0.0 0.0 27.1572 0.0532 27.6099 0.0586 0.0 0.0 27.4619 0.0814
1739 214.9848928 52.9667817 4101.4385 3082.3738 27.1658 0.0795 27.0019 0.0734 27.033 0.0474 26.2208 0.0264 26.2056 0.028 26.4617 0.0453 26.3009 0.0442
1740 215.0092114 52.9853887 6860.8735 2984.3049 27.3357 0.0609 26.8633 0.0417 27.3596 0.0497 26.1502 0.047 26.0783 0.0348 26.6619 0.0762 25.8631 0.0418
1741 214.9741452 52.9605668 3060.5955 2974.0054 24.8718 0.0134 24.3125 0.0067 24.3417 0.0057 23.2891 0.0038 23.1477 0.0037 23.1617 0.0056 23.2243 0.0048
1742 215.0066341 52.9834294 6569.5742 2993.8179 0.0 0.0 27.8407 0.1095 27.9471 0.0697 26.3107 0.053 26.7926 0.0418 0.0 0.0 27.189 0.0833
1743 214.9609729 52.9509529 1607.011 2991.189 0.0 0.0 0.0 0.0 0.0 0.0 28.1391 0.0861 28.6524 0.1096 27.0345 0.1173 27.4288 0.0901
1744 214.94666 52.9407935 52.971 2987.7854 0.0 0.0 28.2608 0.1275 27.7622 0.0977 0.0 0.0 0.0 0.0 24.5906 0.0405 25.1055 0.0262
1745 215.0005534 52.9793424 5929.9736 2975.8352 26.8909 0.0535 26.4433 0.0399 26.1873 0.0259 24.637 0.0112 24.6088 0.0103 24.6906 0.0213 25.2075 0.0197
1746 215.0207341 52.9935212 8107.3096 2988.8491 0.0 0.0 27.7887 0.1498 27.86 0.0626 26.0341 0.0535 0.0 0.0 26.9469 0.071 26.9926 0.0968
1747 214.9567904 52.9490207 1245.2249 2912.2131 0.0 0.0 20.9693 0.0016 20.7054 0.0011 19.0882 0.0005 19.5062 0.0006 19.4486 0.0011 19.6179 0.001
1748 214.9498124 52.9435 437.0165 2953.2881 23.0885 0.0045 22.4706 0.0024 22.0555 0.0015 20.239 0.0006 20.0296 0.0005 19.8973 0.0006 20.0277 0.0005
1749 215.0211292 52.993906 8159.4727 2981.0166 27.819 0.1568 27.1743 0.1162 27.6397 0.1007 0.0 0.0 0.0 0.0 0.0 0.0 26.0948 0.0991
1750 215.0280153 52.9987217 8900.3574 2986.926 28.6968 0.1105 28.6894 0.1062 28.1895 0.1117 26.4068 0.0521 26.9567 0.0422 27.7109 0.1107 27.9105 0.15
1751 215.0353927 53.0042066 9723.041 2968.5791 25.4123 0.0264 24.7713 0.0104 24.3165 0.0079 22.7449 0.0033 22.6156 0.0029 22.7116 0.0054 22.7516 0.0038
1752 214.9649212 52.9539376 2051.8989 2978.3333 26.4484 0.0662 26.8009 0.1001 27.5098 0.1064 26.4116 0.0407 26.8747 0.0849 24.9095 0.0644 26.5963 0.0813
1753 215.0287325 52.9993204 8986.1621 2980.2158 26.8613 0.0421 26.5455 0.043 26.4193 0.0251 25.1699 0.0146 25.4946 0.0177 25.9721 0.05 26.028 0.0363
1754 214.9805126 52.9650123 3745.2229 2980.7432 28.0894 0.1053 27.7639 0.0595 26.9475 0.0257 26.3325 0.0266 26.4332 0.0408 27.1499 0.1018 26.8488 0.0767
1755 214.9646561 52.9537879 2026.5392 2975.3813 24.6434 0.0284 25.1311 0.0367 25.1581 0.0272 24.3826 0.0128 24.6472 0.0182 25.0024 0.0473 24.809 0.0262
1756 215.0282546 52.9989563 8932.0908 2982.0588 27.5553 0.1069 27.3436 0.0925 26.7601 0.0661 26.1376 0.0391 26.7851 0.065 27.5877 0.1471 27.6265 0.1306
1757 214.9735821 52.9601261 2995.8076 2976.9863 27.3747 0.0986 27.7508 0.1055 27.2708 0.0777 26.0474 0.0342 26.0057 0.0581 0.0 0.0 26.9967 0.0783
1758 214.9690432 52.9551321 2345.2378 3109.5322 0.0 0.0 0.0 0.0 29.2279 0.1352 28.3536 0.2203 27.1952 0.1485 27.7205 0.1072 28.0179 0.1624
1759 214.9848766 52.9681401 4221.6431 2979.2051 0.0 0.0 0.0 0.0 29.0241 0.1691 27.8751 0.0768 26.1607 0.0724 28.2418 0.2967 28.2995 0.1052
1760 214.9618539 52.9517587 1718.7349 2977.7976 0.0 0.0 0.0 0.0 0.0 0.0 27.4 0.0641 27.1551 0.1038 27.2604 0.1388 27.888 0.0977
1761 215.0065874 52.9836408 6586.2744 2975.3818 27.1644 0.0551 26.7952 0.0525 26.3529 0.036 25.2163 0.0191 25.215 0.0167 25.2982 0.0267 25.5554 0.03
1762 215.0277835 52.9987536 8892.6865 2972.0996 27.556 0.1047 27.716 0.0895 27.2041 0.0764 26.0962 0.0493 26.1914 0.0475 25.8626 0.0707 26.3389 0.0636
1763 214.977868 52.9632813 3471.1516 2969.2678 27.7756 0.0966 28.0156 0.0848 27.6873 0.0716 26.2159 0.0256 26.0766 0.025 26.2685 0.047 26.4104 0.0466
1764 214.9611945 52.9513348 1651.0735 2974.3311 28.8964 0.2204 0.0 0.0 27.7815 0.0934 27.1773 0.0552 26.6578 0.0747 26.464 0.0896 26.8488 0.0944
1765 215.0085157 52.9847948 6776.4531 2991.7729 28.3511 0.1221 28.936 0.1128 28.3399 0.0791 26.9784 0.0522 27.5059 0.0649 0.0 0.0 27.4442 0.0793
1766 214.9595473 52.950334 1487.233 2961.2874 25.4036 0.0254 24.9612 0.0135 24.437 0.0084 23.2714 0.0048 23.4265 0.0054 23.3767 0.0101 23.4991 0.0071
1767 215.0079405 52.9846175 6734.582 2974.3103 0.0 0.0 0.0 0.0 27.954 0.1046 27.2836 0.0691 26.9184 0.0499 27.196 0.1084 27.461 0.0818
1768 214.9605705 52.9507688 1572.3613 2983.4648 26.4626 0.038 26.4672 0.0241 25.9504 0.0142 25.0104 0.0126 25.1721 0.014 25.0376 0.0245 25.33 0.0225
1769 215.0021818 52.9805319 6109.7231 2973.4971 0.0 0.0 0.0 0.0 27.3896 0.0823 27.3353 0.0962 27.2275 0.0597 27.2158 0.1331 26.8505 0.0895
1770 215.0343173 53.0016747 9448.9775 3101.8384 27.5977 0.1205 27.414 0.1006 27.7442 0.0955 26.1178 0.0334 26.7399 0.0429 0.0 0.0 27.2148 0.104
1771 215.0058563 52.9831733 6511.5005 2971.4329 0.0 0.0 0.0 0.0 28.2769 0.1089 27.8601 0.0889 27.4973 0.0961 0.0 0.0 26.7062 0.0613
1772 214.9713266 52.9587551 2771.4231 2959.2329 27.5206 0.0952 28.1058 0.1257 27.2685 0.092 25.0482 0.0257 25.2901 0.0256 25.5334 0.0794 25.4767 0.0309
1773 214.9743909 52.9592076 2950.7053 3089.5354 27.778 0.0963 28.4202 0.1648 27.5252 0.0509 25.6729 0.0405 26.0918 0.0415 26.3711 0.0724 27.182 0.1325
1774 215.0203116 52.9939753 8128.5571 2931.9966 21.3078 0.0013 21.0066 0.001 20.5699 0.0006 18.917 0.0003 19.0324 0.0003 19.372 0.0005 19.5201 0.0004
1775 214.9837365 52.9675193 4114.6631 2964.8225 28.9153 0.1721 28.4809 0.1562 27.6267 0.0857 27.2705 0.0874 27.6488 0.0648 27.1372 0.0747 27.2694 0.0861
1776 214.9707307 52.9567041 2561.7625 3081.6997 28.1534 0.1534 0.0 0.0 28.8417 0.1349 25.3089 0.0513 25.9312 0.0518 26.4088 0.0847 26.2195 0.0795
1777 215.0006448 52.9795417 5951.8672 2965.7163 0.0 0.0 28.1358 0.0912 28.7465 0.1093 26.7379 0.0405 27.0639 0.0504 27.1719 0.0746 27.5477 0.0999
1778 215.0145418 52.989438 7463.0474 2964.8054 0.0 0.0 28.7349 0.0946 28.1863 0.0901 26.4794 0.0452 26.5154 0.0449 26.7958 0.1243 28.1806 0.125
1779 214.9621512 52.952151 1767.1537 2964.2136 28.5305 0.1646 28.8412 0.1153 28.802 0.1162 27.9357 0.0781 26.7793 0.0873 0.0 0.0 28.0841 0.0941
1780 214.9494315 52.9431004 384.1509 2962.9187 0.0 0.0 0.0 0.0 27.8504 0.1249 0.0 0.0 26.6477 0.1377 28.1648 0.4181 29.5806 1.062
1781 214.9819874 52.9663576 3931.8984 2958.5203 0.0 0.0 27.9244 0.1291 29.1147 0.1034 27.9371 0.1441 27.1329 0.0538 27.8645 0.1258 27.5423 0.077
1782 214.972514 52.9579371 2752.4407 3084.5215 0.0 0.0 0.0 0.0 28.6776 0.1352 26.9101 0.1223 27.4199 0.1178 0.0 0.0 27.8506 0.1348
1783 214.9688992 52.955349 2358.0227 3085.4785 0.0 0.0 0.0 0.0 28.9403 0.1617 28.6779 0.172 27.7121 0.1472 0.0 0.0 28.5123 0.1318
1784 214.9731779 52.9602418 2987.7815 2946.5911 26.159 0.0598 25.6056 0.0417 25.6765 0.0412 24.233 0.0183 24.7599 0.0343 25.4566 0.0579 25.2893 0.0439
1785 214.9730461 52.9603239 2989.113 2933.3394 27.1992 0.1064 25.6056 0.0417 25.6765 0.0412 24.233 0.0183 24.7599 0.0343 0.0 0.0 25.8222 0.0761
1786 215.0024337 52.9809294 6156.5283 2957.0532 0.0 0.0 0.0 0.0 0.0 0.0 27.08 0.0965 27.4336 0.0894 26.8713 0.1145 27.5919 0.0906
1787 215.0021418 52.9795299 6018.7192 3046.8398 27.3768 0.0813 26.8488 0.0573 26.8315 0.0426 25.6001 0.0221 25.3217 0.0215 25.6467 0.039 25.7297 0.0341
1788 215.0324564 53.0022701 9417.5508 2957.3093 28.4661 0.1649 28.5423 0.0992 28.3703 0.0801 26.9664 0.0498 26.1212 0.0548 27.4809 0.1599 27.1613 0.0686
1789 215.008028 52.984922 6765.6538 2956.0542 0.0 0.0 27.0329 0.0867 27.7416 0.1043 25.8862 0.0467 0.0 0.0 27.3353 0.1119 27.0811 0.088
1790 214.9660932 52.9550348 2202.7632 2958.6064 0.0 0.0 0.0 0.0 0.0 0.0 27.3693 0.1044 26.9844 0.063 27.6584 0.1571 28.0852 0.1161
1791 214.9616597 52.952003 1731.675 2948.9927 26.7889 0.0525 26.4899 0.0519 26.3234 0.0338 25.4003 0.0179 25.1216 0.0171 25.1336 0.0405 25.2729 0.0228
1792 215.0168549 52.9912078 7725.4678 2955.373 0.0 0.0 0.0 0.0 0.0 0.0 26.9906 0.0971 27.0002 0.0958 27.5391 0.179 27.6666 0.0947
1793 214.9845833 52.9682496 4218.0986 2955.2266 0.0 0.0 27.593 0.1248 28.1691 0.081 26.7362 0.0559 25.9135 0.0608 26.8405 0.1493 27.5099 0.0859
1794 214.9791158 52.9644177 3628.926 2950.6133 28.4926 0.0925 27.9797 0.1087 28.2241 0.0749 26.545 0.0822 26.6164 0.0562 25.8341 0.0831 26.3861 0.0501
1795 214.9620943 52.9522131 1770.1025 2956.4924 28.5305 0.1646 28.8412 0.1153 28.802 0.1162 27.9357 0.0781 26.7793 0.0873 0.0 0.0 28.161 0.0982
1796 214.9845017 52.968204 4210.3311 2954.2917 0.0 0.0 27.593 0.1248 28.1691 0.081 26.7362 0.0559 25.9135 0.0608 26.8405 0.1493 27.1901 0.0643
1797 214.9626199 52.9523677 1807.7078 2973.0554 26.0702 0.0345 26.3324 0.0255 25.9388 0.0177 24.692 0.0114 24.6318 0.0123 24.9661 0.0242 25.3205 0.0251
1798 215.004201 52.9823376 6362.0361 2945.6841 26.1959 0.0433 26.5497 0.0343 26.3267 0.0326 24.7566 0.0169 24.7158 0.0138 24.7527 0.0254 25.1862 0.0421
1799 215.0005848 52.9792119 5919.7812 2987.3503 26.5708 0.0521 26.4068 0.0376 26.3768 0.0262 25.0134 0.0122 24.8664 0.0115 25.0238 0.0209 24.9292 0.0155
1800 215.029005 52.9999408 9053.7275 2948.0496 28.1342 0.1444 28.0859 0.0847 28.0441 0.0712 26.3502 0.0365 26.2018 0.0485 26.3536 0.0746 26.2939 0.0671
1801 215.018808 52.9926539 7942.7539 2951.0347 26.2554 0.0744 26.7735 0.0823 26.9796 0.0606 26.0563 0.0305 25.9423 0.0373 26.0237 0.0981 27.014 0.0655
1802 214.9809062 52.9657813 3831.5503 2943.9363 27.3953 0.0959 25.9203 0.0403 26.0233 0.034 0.0 0.0 25.0528 0.0161 25.0116 0.0416 24.8232 0.0173
1803 214.9597324 52.9506125 1520.4274 2950.2546 27.1174 0.0679 26.3288 0.0373 25.8145 0.0292 24.4523 0.0138 24.2904 0.0133 24.6656 0.0355 24.6403 0.0212
1804 215.0002855 52.9795717 5938.2383 2944.199 27.1512 0.0432 27.3306 0.0444 27.3282 0.0383 25.1378 0.0144 25.6739 0.0204 25.4664 0.0286 26.2295 0.0349
1805 214.9812882 52.9659988 3868.2373 2948.0447 28.7466 0.1562 28.0596 0.1123 28.4507 0.127 27.1686 0.113 27.8249 0.0777 26.7218 0.119 27.6853 0.1343
1806 214.9691068 52.9570912 2522.5715 2965.4456 27.0145 0.0459 27.9759 0.0723 27.9016 0.1065 25.6541 0.0539 25.902 0.0581 28.8245 1.6412 26.38 0.1127
1807 214.9815335 52.9662108 3898.2439 2945.2314 28.4406 0.1161 27.9279 0.0906 27.872 0.0696 26.1993 0.0463 27.1279 0.0458 26.1858 0.0644 27.0685 0.0658
1808 214.9793581 52.9644633 3643.9756 2960.1716 0.0 0.0 0.0 0.0 0.0 0.0 27.917 0.127 28.6584 0.1864 27.5157 0.1147 27.8661 0.0962
1809 215.0192045 52.9930682 7997.6172 2941.0525 27.5034 0.1249 27.313 0.0834 26.9932 0.0637 24.6832 0.0204 25.0967 0.0282 26.1763 0.0859 26.2581 0.0615
1810 214.963385 52.9533008 1925.5065 2943.8584 27.4237 0.0455 26.9598 0.0407 26.4847 0.0205 26.0527 0.0298 26.1692 0.036 25.4971 0.0462 26.4071 0.0402
1811 215.0109146 52.9875966 7134.6353 2909.2114 22.9364 0.0071 22.6035 0.0042 22.2826 0.0031 20.938 0.0013 20.8308 0.0011 20.8215 0.0019 20.8557 0.0015
1812 214.9800175 52.9651849 3738.1343 2941.1919 28.4467 0.0942 28.0304 0.093 28.5917 0.0803 27.3153 0.0628 27.5966 0.0597 26.0207 0.0617 26.7858 0.0672
1813 215.0078902 52.9850992 6775.1792 2935.3167 26.6409 0.0549 26.5483 0.0542 25.8785 0.0442 24.5139 0.0223 24.1142 0.018 24.6351 0.0395 25.2233 0.0278
1814 214.9599158 52.9508617 1550.9395 2941.342 0.0 0.0 28.5739 0.1232 0.0 0.0 27.5994 0.0824 27.6336 0.1119 26.8746 0.1409 26.6731 0.077
1815 215.0135182 52.9884222 7326.207 2986.5115 0.0 0.0 28.9214 0.0985 29.0112 0.1041 27.4157 0.0638 27.5354 0.0639 0.0 0.0 27.2552 0.0703
1816 214.9804907 52.9656103 3797.479 2934.5288 27.3675 0.0469 26.9935 0.0333 26.9806 0.0288 26.0613 0.0257 26.0101 0.0226 26.1225 0.0421 26.011 0.0307
1817 214.9715647 52.959191 2821.0388 2939.1885 0.0 0.0 28.5613 0.1098 29.2877 0.1519 28.1352 0.0797 27.2273 0.0493 27.3978 0.0823 27.6878 0.0805
1818 214.9707523 52.9586233 2733.6355 2938.354 28.6147 0.1329 28.0965 0.1152 28.5602 0.0924 26.8037 0.0457 27.5311 0.0846 26.8726 0.1244 27.9103 0.0907
1819 214.9708157 52.9586849 2742.0042 2937.1128 28.6147 0.1329 28.0965 0.1152 28.5602 0.0924 26.8037 0.0457 27.5311 0.0846 27.1154 0.1364 27.5534 0.0848
1820 214.9651689 52.9547449 2135.0254 2930.8372 25.8014 0.054 26.1587 0.0504 0.0 0.0 24.014 0.0081 24.361 0.0095 24.3043 0.0211 24.4997 0.0176
1821 215.0161227 52.9910278 7676.2422 2929.71 27.206 0.0595 27.2051 0.0554 26.822 0.0467 24.49 0.0144 24.6679 0.0146 24.8859 0.0299 25.0659 0.0202
1822 215.0147051 52.9899944 7519.9731 2931.6333 0.0 0.0 27.9669 0.0818 27.9312 0.081 26.2725 0.0809 25.8321 0.0349 26.3008 0.0927 25.9738 0.0622
1823 215.0068863 52.984599 6685.1167 2919.2141 23.1276 0.0043 22.8532 0.0031 22.4968 0.0021 20.9594 0.001 20.9659 0.0009 21.2134 0.0017 21.3964 0.0015
1824 214.9686532 52.9569844 2492.489 2949.1545 0.0 0.0 0.0 0.0 28.7498 0.1842 27.4846 0.1298 28.8706 0.1816 0.0 0.0 27.732 0.1034
1825 214.9486479 52.9431948 357.0168 2913.7554 23.4102 0.008 23.2588 0.0059 23.1844 0.0043 21.8001 0.0022 22.2566 0.0028 22.2518 0.0064 22.5879 0.0052
1826 214.969252 52.9585645 2660.3572 2862.3047 23.4267 0.0046 23.2132 0.0036 22.9671 0.0025 21.6066 0.0015 21.5179 0.0013 21.4989 0.002 21.4564 0.0017
1827 214.9598506 52.9509635 1557.0531 2930.1763 0.0 0.0 28.5739 0.1232 0.0 0.0 27.5994 0.0824 27.6336 0.1119 26.8746 0.1409 26.9049 0.0789
1828 215.0042697 52.9819026 6326.4297 2982.1343 0.0 0.0 0.0 0.0 28.4322 0.1174 26.3479 0.0386 26.0837 0.0483 25.7855 0.0588 25.9759 0.0623
1829 214.9641343 52.9539668 2018.8088 2933.9121 0.0 0.0 27.5311 0.1383 0.0 0.0 28.3298 0.1686 27.6658 0.0958 27.3806 0.1228 28.2129 0.124
1830 214.9604624 52.9516842 1648.9834 2908.7454 23.7981 0.0082 23.584 0.008 23.6187 0.0057 22.146 0.0029 22.1787 0.0028 22.1325 0.0046 22.2889 0.0039
1831 214.9724156 52.9599344 2925.8269 2928.854 0.0 0.0 29.1742 0.1503 27.5634 0.0836 26.7635 0.0608 27.5048 0.0767 27.9452 0.1495 27.5973 0.0768
1832 214.9653441 52.9548853 2155.4753 2929.6677 0.0 0.0 0.0 0.0 0.0 0.0 28.0829 0.1727 27.5005 0.1771 26.2614 0.0985 28.2313 0.1734
1833 214.9992806 52.9785497 5801.6821 2967.3298 0.0 0.0 0.0 0.0 28.1476 0.0937 25.6491 0.0393 26.2754 0.0664 26.3217 0.1021 26.2569 0.0747
1834 215.0037623 52.9822894 6337.8462 2925.8064 26.9016 0.0884 27.5743 0.0652 27.2343 0.0473 25.7708 0.0331 25.6114 0.0252 26.6916 0.0667 25.4992 0.0503
1835 214.9821158 52.9669729 3992.5054 2919.0647 26.7871 0.0664 26.9061 0.0721 26.4166 0.0505 25.1936 0.0258 25.4505 0.0214 25.1168 0.0594 25.139 0.0297
1836 214.9722914 52.9598484 2912.5356 2928.6675 0.0 0.0 0.0 0.0 27.5634 0.0836 27.0211 0.0832 0.0 0.0 27.7081 0.1043 27.9512 0.0859
1837 214.9727714 52.9602084 2966.3662 2927.3025 28.203 0.0889 28.3035 0.0848 28.4708 0.1102 27.4316 0.1452 28.5042 0.3914 0.0 0.0 27.7622 0.1075
1838 214.9746145 52.9616355 3177.0361 2918.71 26.7288 0.058 26.484 0.0351 26.347 0.0249 25.2293 0.0189 25.1141 0.0192 25.5104 0.0501 25.456 0.0256
1839 214.9791516 52.9648674 3670.5925 2918.6672 28.3055 0.138 28.1881 0.1131 27.7896 0.0708 26.1813 0.0742 26.4561 0.042 27.3026 0.0956 26.3626 0.0674
1840 214.9663698 52.9556841 2273.1287 2924.5591 27.2732 0.0625 27.2418 0.051 26.8822 0.0315 25.6865 0.0225 25.9411 0.0258 26.9267 0.118 27.1144 0.0603
1841 214.9473813 52.9423197 221.6255 2911.6321 26.5012 0.0355 26.4623 0.031 26.1518 0.0209 24.7002 0.0118 24.7658 0.0115 24.8715 0.0231 24.603 0.0164
1842 215.0093607 52.9862922 6948.0542 2924.2368 0.0 0.0 28.6974 0.1535 28.6517 0.2013 27.1513 0.1371 26.7174 0.0701 27.5709 0.2033 28.0039 0.125
1843 215.0096739 52.9849042 6838.7207 3045.5898 26.3122 0.0318 26.269 0.0271 25.8518 0.0171 24.5732 0.0099 24.5401 0.0093 24.8812 0.0217 25.0644 0.0193
1844 214.9586322 52.9502556 1438.7405 2918.0891 25.493 0.0134 24.9039 0.0091 24.9424 0.0112 24.2377 0.0075 24.5777 0.0087 24.5013 0.0171 24.6117 0.0123
1845 215.0018377 52.9810701 6142.0239 2914.5117 26.0974 0.0209 25.782 0.0197 25.8044 0.0141 24.3064 0.008 24.4658 0.0115 24.7764 0.0229 25.1256 0.0177
1846 214.9769076 52.9632611 3425.7886 2919.2812 28.4013 0.0931 28.5818 0.0876 27.1852 0.0535 26.7038 0.0429 27.8086 0.0683 0.0 0.0 27.9516 0.1079
1847 214.9798488 52.9644717 3666.9792 2985.8564 0.0 0.0 0.0 0.0 0.0 0.0 29.0371 0.1161 27.9084 0.1202 27.4332 0.1648 27.7438 0.1308
1848 214.9986531 52.9788641 5801.2104 2910.0146 0.0 0.0 26.6292 0.0491 26.1102 0.032 24.9096 0.0222 25.6437 0.0311 25.3896 0.0736 25.3321 0.0305
1849 214.9578457 52.9430875 764.6783 3415.4863 26.1439 0.0374 26.7495 0.0419 27.1481 0.0465 25.7325 0.0308 25.8461 0.0296 25.9544 0.0518 26.1416 0.0463
1850 215.0137067 52.9894866 7429.4888 2916.407 0.0 0.0 27.861 0.0928 27.568 0.0727 25.9177 0.0463 26.6141 0.0466 27.0399 0.1261 26.5919 0.0778
1851 214.9654066 52.9549689 2165.7512 2926.7319 0.0 0.0 0.0 0.0 0.0 0.0 26.7771 0.0905 28.0406 0.2092 26.2614 0.0985 27.2137 0.098
1852 215.0052892 52.9834781 6512.9062 2918.0757 0.0 0.0 28.4498 0.134 28.5483 0.1447 27.8757 0.1516 27.4882 0.1501 0.0 0.0 27.2914 0.1115
1853 214.9815565 52.966641 3937.5862 2914.0684 27.1531 0.0551 27.4677 0.0516 27.4003 0.0423 26.2552 0.0249 26.1086 0.025 26.7274 0.0866 26.5851 0.0409
1854 214.980858 52.9661655 3863.5691 2912.418 28.4505 0.1265 27.6267 0.0656 27.4684 0.0693 27.5405 0.0802 26.8481 0.0463 26.828 0.1276 26.3448 0.0492
1855 215.0231259 52.9960617 8441.8789 2925.5176 27.5294 0.1217 27.4742 0.0592 27.1236 0.0571 25.394 0.0211 25.4883 0.0206 25.7002 0.0541 25.9495 0.0371
1856 214.981318 52.9664937 3913.6562 2912.3711 27.6502 0.0938 27.648 0.0705 27.5523 0.0833 27.5947 0.0622 26.8919 0.0612 27.5359 0.1257 27.3005 0.0866
1857 215.029228 52.9938401 8520.9727 3419.78 0.0 0.0 28.2012 0.0928 27.7723 0.0917 27.3431 0.0642 27.2815 0.0577 27.6041 0.107 27.6541 0.1275
1858 214.9593296 52.9506824 1508.3794 2923.3816 0.0 0.0 28.0393 0.1538 29.089 0.1119 26.96 0.1291 27.3284 0.0882 26.2153 0.12 26.5902 0.0616
1859 214.958833 52.9505046 1470.0278 2910.1213 27.9347 0.0738 27.5166 0.0608 27.3615 0.0504 26.0005 0.054 26.5343 0.0412 26.5867 0.1525 26.3524 0.0526
1860 215.0253429 52.9978264 8699.4727 2911.2742 27.9682 0.1234 27.5926 0.054 27.8237 0.0549 26.4255 0.0343 26.5154 0.0335 26.1971 0.0483 27.133 0.0636
1861 215.0162281 52.9913675 7711.2539 2909.7625 28.1989 0.1434 27.1707 0.0794 26.5301 0.0483 25.5928 0.0381 26.0096 0.0354 26.4198 0.07 26.6268 0.061
1862 214.9719391 52.9599194 2902.8818 2904.4265 0.0 0.0 0.0 0.0 27.4397 0.077 26.7859 0.0537 26.7314 0.0474 26.5506 0.0688 27.5099 0.1139
1863 214.9547722 52.946768 953.0515 2973.4861 24.3357 0.0119 24.3623 0.0097 24.4451 0.0092 23.1666 0.0047 23.1278 0.0046 23.1915 0.0078 23.3631 0.0072
1864 215.0345119 53.0043541 9696.2188 2910.2979 0.0 0.0 0.0 0.0 0.0 0.0 26.4475 0.0514 26.5251 0.0559 27.0482 0.1863 27.37 0.0979
1865 215.0117301 52.9882178 7226.9092 2906.1038 28.3983 0.1465 26.3905 0.0372 26.6892 0.0295 25.6566 0.0187 25.7816 0.025 26.0902 0.0547 25.3937 0.0292
1866 214.9818674 52.9669387 3978.1951 2908.3176 26.9702 0.0612 26.9848 0.0603 27.4386 0.0611 26.2745 0.028 26.172 0.026 26.0943 0.0973 26.1191 0.0486
1867 215.0310105 53.0019708 9325.3359 2902.4414 26.0383 0.0426 26.1955 0.0354 25.6887 0.0249 24.6578 0.0139 24.9603 0.0178 25.6545 0.0853 25.3165 0.031
1868 215.0242829 52.9972487 8599.9844 2898.0405 25.869 0.0339 25.8833 0.0257 25.0912 0.0257 24.2816 0.0116 24.3672 0.0097 24.7013 0.0278 24.7979 0.0167
1869 214.9805791 52.9660724 3842.635 2904.4749 27.4074 0.0645 27.3706 0.0603 27.371 0.0707 25.8674 0.0398 26.4383 0.0341 26.4372 0.0902 26.4595 0.0455
1870 214.9555783 52.9485121 1144.9487 2885.4585 23.6224 0.005 23.2786 0.0039 23.0726 0.0026 21.5092 0.0012 21.3449 0.001 21.3573 0.0017 21.5604 0.0015
1871 215.0100896 52.9870205 7045.9355 2908.4177 0.0 0.0 0.0 0.0 31.474 2.8049 28.6338 0.2456 0.0 0.0 27.9015 0.1484 27.9469 0.0919
1872 214.9593279 52.9509441 1531.6135 2903.585 28.2612 0.0924 28.6805 0.1088 27.6513 0.0645 26.8518 0.0827 27.1256 0.1059 27.2682 0.0959 27.0344 0.106
1873 214.9768334 52.9633905 3433.9475 2905.554 27.198 0.0435 27.495 0.046 26.773 0.0239 25.9142 0.0228 26.4354 0.0305 26.9599 0.0774 26.9978 0.0529
1874 214.9673765 52.956698 2409.0762 2902.2283 27.6214 0.0912 27.5604 0.0898 27.6971 0.0925 25.7231 0.0327 25.5111 0.0286 26.3392 0.0711 26.7505 0.0676
1875 215.0321197 53.0027648 9446.2988 2901.9944 28.3431 0.1512 0.0 0.0 27.9043 0.0949 26.4781 0.0401 26.2515 0.0384 26.0961 0.0808 26.8608 0.0784
1876 214.9994822 52.9796402 5907.9033 2895.9883 25.2882 0.0252 25.4976 0.0187 24.9964 0.0161 23.4905 0.0066 23.6971 0.0081 23.9554 0.0195 24.5757 0.0145
1877 214.9993641 52.9797528 5912.5693 2881.1748 25.2882 0.0252 26.9664 0.0436 26.1057 0.0285 0.0 0.0 23.6971 0.0081 23.9554 0.0195 25.3395 0.0235
1878 215.0299681 53.0012657 9215.3154 2899.7646 27.6268 0.1046 27.9344 0.0814 27.1544 0.0625 25.9914 0.0626 26.1417 0.0431 26.5706 0.0877 26.5403 0.0597
