#id RA DEC X Y F115W F115W_err F150W F150W_err F200W F200W_err F277W F277W_err F356W F356W_err F410M F410M_err F444W F444W_err
2526 214.9506266 52.950928 1135.5472 2437.8821 27.0299 0.0523 26.8209 0.0494 26.7284 0.0331 25.7675 0.0229 25.8815 0.0238 25.7897 0.0442 26.1515 0.0288
2527 214.9505757 52.9509884 1138.6204 2430.6074 27.0299 0.0523 26.8209 0.0494 26.7284 0.0331 25.7675 0.0229 25.8815 0.0238 25.7897 0.0442 26.0535 0.0389
2528 214.9411579 52.9443031 116.0459 2428.3066 25.8754 0.0253 25.8367 0.0261 25.722 0.0253 24.6295 0.0753 24.2235 0.0135 24.5459 0.0267 24.7792 0.0291
2529 215.009623 52.99294 7551.6489 2437.4272 27.9743 0.1355 27.6635 0.1094 27.8095 0.1171 27.1638 0.0593 27.501 0.1468 27.2887 0.1726 27.1873 0.1534
2530 214.9457521 52.9478028 636.1259 2411.5139 24.1142 0.0085 23.9319 0.0068 23.7504 0.0054 22.2321 0.0024 22.2189 0.0022 22.1053 0.0033 22.161 0.0029
2531 214.942915 52.9455839 309.8155 2426.2366 25.9078 0.0272 25.8751 0.0301 26.0913 0.035 24.849 0.0227 24.9752 0.0182 25.1218 0.0336 25.0528 0.0315
2532 215.0302299 53.0075947 9790.3711 2436.7776 0.0 0.0 28.3748 0.1113 28.0984 0.109 26.5134 0.0454 26.9787 0.058 27.4048 0.128 27.6727 0.1183
2533 214.9999365 52.9861903 6511.5742 2426.9097 25.9947 0.0297 25.6776 0.0243 25.3121 0.0166 23.7858 0.0069 23.8533 0.008 24.1773 0.02 24.4525 0.0149
2534 214.9514818 52.950641 1148.769 2505.384 0.0 0.0 27.8254 0.1346 0.0 0.0 27.5524 0.0795 26.8294 0.0729 27.7721 0.1922 27.4271 0.1678
2535 215.006444 52.9882432 6989.4282 2620.9573 27.4696 0.1436 27.6634 0.1552 27.3556 0.0933 26.1342 0.0432 26.4134 0.0539 27.4094 0.1278 26.4231 0.0694
2536 215.0173912 52.9980932 8362.585 2465.2717 26.3349 0.0454 26.178 0.0235 25.9039 0.0189 24.3276 0.0087 24.2739 0.0105 24.4631 0.0179 24.3115 0.0137
2537 215.008153 52.9919866 7400.1255 2430.5017 0.0 0.0 28.6323 0.1372 28.2973 0.0678 26.6025 0.0528 26.2483 0.0406 26.073 0.0545 26.6248 0.067
2538 215.0001818 52.9863219 6534.4106 2430.1428 27.4215 0.0515 27.7212 0.0742 28.3005 0.0784 26.3446 0.056 0.0 0.0 27.2965 0.1477 27.1747 0.0706
2539 214.9768661 52.9697136 3998.437 2431.1714 28.0129 0.0778 27.6591 0.0564 27.908 0.054 26.7227 0.0354 26.5928 0.0333 27.342 0.0938 27.062 0.0657
2540 214.9722897 52.9661354 3472.2864 2455.1882 28.3409 0.1046 28.2283 0.075 27.5842 0.0962 0.0 0.0 0.0 0.0 25.6908 0.0468 27.3402 0.0658
2541 214.9789272 52.9699882 4116.3643 2521.0076 0.0 0.0 0.0 0.0 0.0 0.0 27.9366 0.0826 28.0215 0.1267 28.2902 0.1203 27.9969 0.1252
2542 215.0053132 52.9901112 7104.4131 2419.6392 25.6408 0.0192 25.4402 0.0152 25.2189 0.0111 24.255 0.0092 24.7057 0.0124 24.9418 0.026 24.9661 0.0216
2543 214.9648533 52.9612218 2697.4922 2426.2812 27.9271 0.076 28.4449 0.0831 27.5218 0.0474 25.6849 0.0304 26.4659 0.0731 26.7119 0.1202 26.8021 0.1096
2544 215.0314734 53.0085886 9935.1973 2428.449 27.7886 0.1131 27.0948 0.0924 29.5167 1.0619 25.8158 0.0564 26.228 0.0398 26.6113 0.1042 26.4746 0.0898
2545 215.0287243 53.0064187 9617.4385 2444.7971 27.742 0.0998 27.9245 0.1836 27.0794 0.0632 25.7306 0.0264 25.7382 0.032 26.0955 0.0558 26.1536 0.0599
2546 214.9439754 52.9457881 376.0984 2467.7832 27.6748 0.0637 27.8288 0.0638 27.1419 0.059 25.9793 0.0251 26.4288 0.0375 26.7288 0.1046 26.7973 0.0612
2547 214.9744736 52.9665717 3610.1846 2539.4543 0.0 0.0 28.1177 0.1381 0.0 0.0 27.7327 0.1149 28.0289 0.0865 27.1698 0.0753 27.5379 0.1559
2548 215.0281537 53.0062497 9576.5322 2426.9797 0.0 0.0 0.0 0.0 0.0 0.0 28.2217 0.1267 27.2279 0.1227 27.3507 0.0881 27.7158 0.1143
2549 214.9620977 52.9592637 2398.1475 2425.8774 0.0 0.0 0.0 0.0 28.3348 0.143 0.0 0.0 25.7965 0.0483 25.5765 0.0555 26.7371 0.0862
2550 214.9655303 52.961788 2778.6218 2419.9656 25.4629 0.0159 25.6568 0.0144 25.8415 0.0217 24.7333 0.0169 24.8354 0.0169 24.4529 0.0247 24.8316 0.0216
2551 214.974348 52.9653735 3497.7881 2622.9431 0.0 0.0 27.7075 0.1162 28.8354 0.1474 27.6744 0.1536 27.3759 0.0842 26.598 0.1209 27.5063 0.1095
2552 214.9742827 52.9654107 3498.146 2616.6362 0.0 0.0 27.7075 0.1162 28.8354 0.1474 27.6744 0.1536 27.3759 0.0842 26.598 0.1209 27.117 0.1234
2553 215.0307068 53.008306 9875.291 2408.7043 25.4891 0.0252 25.2738 0.0257 25.3222 0.021 24.0104 0.0075 24.1468 0.0075 24.6405 0.02 24.4061 0.0177
2554 215.0182977 52.9995124 8529.9951 2406.8838 23.9688 0.0075 23.8334 0.0062 23.6839 0.0043 22.1966 0.002 22.4989 0.0024 22.8173 0.0058 22.9428 0.0045
2555 214.9516481 52.9521403 1289.848 2401.449 23.9536 0.0079 23.4881 0.0049 23.056 0.0036 21.7735 0.0018 21.8449 0.0018 21.7615 0.0027 21.8634 0.0023
2556 214.9433036 52.9459544 360.448 2419.2036 0.0 0.0 0.0 0.0 28.2453 0.1459 26.6207 0.087 26.7266 0.0713 26.9858 0.1224 27.0026 0.1482
2557 214.9412819 52.9445451 143.2292 2416.75 27.7229 0.1067 0.0 0.0 27.4496 0.1003 26.8049 0.0518 26.327 0.0486 26.1127 0.0814 26.4804 0.0854
2558 214.9976706 52.9847078 6276.8433 2417.1562 0.0 0.0 28.3948 0.1131 28.2528 0.0685 26.8238 0.0541 26.7116 0.0484 27.5181 0.0959 27.7054 0.0943
2559 214.9705291 52.9656158 3346.1804 2399.8848 27.6823 0.1099 27.5881 0.0879 27.7498 0.0751 26.0853 0.0291 25.4508 0.0243 25.803 0.0433 26.1957 0.068
2560 214.968283 52.9638501 3087.085 2412.3628 28.5766 0.1006 28.1621 0.1156 29.1075 0.0996 27.5649 0.0601 27.8744 0.0772 0.0 0.0 27.2459 0.0912
2561 214.9691678 52.9641583 3154.6575 2436.6099 28.6505 0.1652 27.7769 0.0936 27.1885 0.0862 26.6904 0.0606 26.9251 0.0829 26.8319 0.0789 27.5126 0.1034
2562 214.9449638 52.9471785 544.7748 2416.1875 28.334 0.0902 28.4644 0.0922 28.0558 0.0795 27.6603 0.0703 27.4532 0.0588 27.1985 0.0869 27.9498 0.1339
2563 215.0069718 52.9913487 7289.7832 2415.2766 28.5447 0.1726 0.0 0.0 28.0804 0.1012 26.6654 0.0671 25.8156 0.0527 27.9024 0.1861 28.1005 0.1587
2564 215.0047394 52.9897934 7050.1074 2412.8352 27.2748 0.0551 27.136 0.042 27.0398 0.0336 25.4137 0.0201 25.3403 0.0218 25.6309 0.0396 25.6419 0.0313
2565 214.9414899 52.9447832 173.8671 2410.0044 27.5656 0.07 26.7481 0.0383 26.7621 0.0442 25.8354 0.0233 25.6553 0.0232 25.2272 0.0405 25.5997 0.0261
2566 215.0158792 52.9978198 8269.6855 2404.8818 26.7027 0.0557 26.4949 0.0436 26.5067 0.0302 24.8611 0.0151 25.1831 0.0155 25.3261 0.039 25.0827 0.0215
2567 215.0072782 52.9917002 7334.9585 2405.2109 28.5401 0.1933 28.6842 0.1641 26.6507 0.0598 25.0583 0.028 0.0 0.0 25.0678 0.0524 24.5627 0.0315
2568 215.0023835 52.9881297 6795.1768 2411.9358 28.0538 0.1278 27.9513 0.1412 0.0 0.0 26.3693 0.0521 27.0295 0.0822 0.0 0.0 27.4012 0.1057
2569 214.9550666 52.9545247 1657.2422 2405.405 0.0 0.0 27.036 0.0711 27.5652 0.1009 26.9055 0.0565 25.9783 0.0566 26.4915 0.1326 26.2294 0.0574
2570 215.0243014 53.0038049 9184.2627 2404.9443 27.7961 0.1103 26.7415 0.0613 26.6435 0.0662 25.6659 0.0251 26.1192 0.033 26.3035 0.0878 26.0376 0.0541
2571 214.9491406 52.9502129 1004.4657 2411.9683 28.3058 0.1581 0.0 0.0 28.4827 0.1548 26.8668 0.0873 27.7435 0.0767 27.1462 0.0764 27.7707 0.1665
2572 214.9478358 52.9491935 854.4993 2418.6667 0.0 0.0 0.0 0.0 28.169 0.1255 27.1195 0.0655 26.9015 0.0662 0.0 0.0 27.32 0.1084
2573 214.9436149 52.94643 416.9239 2400.1282 26.5757 0.0477 26.1831 0.0393 26.3734 0.0605 25.365 0.0246 25.4107 0.0365 25.9083 0.0848 25.7252 0.0816
2574 215.025562 53.0047935 9329.4111 2397.9458 26.1164 0.0295 26.2812 0.0221 25.7612 0.0162 23.7968 0.005 24.2077 0.0061 24.786 0.019 24.8654 0.0146
2575 214.9683224 52.963946 3097.4148 2407.2561 28.5766 0.1006 0.0 0.0 29.1075 0.0996 27.5649 0.0601 27.8744 0.0772 0.0 0.0 26.815 0.0876
2576 214.9973666 52.9847015 6262.4941 2401.3438 0.0 0.0 0.0 0.0 28.309 0.0687 26.3558 0.0353 26.5514 0.0374 26.8602 0.0826 26.2971 0.0528
2577 214.9566872 52.9558315 1847.1201 2393.9834 25.4655 0.0125 25.5927 0.013 25.6388 0.0131 24.2969 0.008 24.2592 0.008 24.2195 0.0143 24.3885 0.0125
2578 214.9772477 52.970351 4072.5046 2403.6326 28.5513 0.1023 0.0 0.0 27.9533 0.0659 27.0864 0.0466 28.0074 0.0706 28.0338 0.105 27.635 0.1107
2579 215.0177312 52.9972407 8302.1357 2547.7214 0.0 0.0 27.5922 0.0967 27.6618 0.0891 25.7592 0.0484 0.0 0.0 0.0 0.0 26.7541 0.0893
2580 214.9652368 52.9618299 2769.0447 2401.0671 27.3847 0.0896 27.556 0.0777 27.6811 0.0688 26.4525 0.0473 26.4108 0.0539 26.3374 0.0619 26.3493 0.053
2581 215.0246629 53.0041141 9228.1816 2401.0012 0.0 0.0 27.8128 0.1078 27.7014 0.1223 24.7202 0.0183 25.2312 0.0209 0.0 0.0 27.6309 0.1756
2582 214.9529396 52.9530066 1425.5764 2405.5466 27.2395 0.0469 26.5392 0.0275 26.5668 0.0351 25.4986 0.0195 25.2936 0.0175 25.1872 0.0314 24.8653 0.0212
2583 214.9928562 52.9815457 5777.0156 2397.314 26.9843 0.0785 27.2795 0.0609 26.8868 0.0412 0.0 0.0 25.5077 0.028 26.2136 0.0733 26.2503 0.0566
2584 214.9587493 52.9572482 2066.8149 2397.9709 0.0 0.0 0.0 0.0 27.9211 0.148 27.6908 0.079 27.3796 0.0621 26.3913 0.1069 27.2773 0.0808
2585 215.0249826 53.0043767 9266.0381 2398.3337 0.0 0.0 0.0 0.0 26.667 0.1029 0.0 0.0 27.0636 0.083 26.1194 0.0797 27.8743 0.128
2586 214.9766576 52.9700362 4017.7102 2395.6938 28.2265 0.11 28.2644 0.0818 27.4465 0.0602 26.4339 0.0296 26.5339 0.0322 26.8318 0.0785 26.9947 0.054
2587 214.9543304 52.954107 1586.6586 2397.3403 28.2308 0.0909 27.6814 0.0511 27.5104 0.0478 27.1197 0.0556 26.7369 0.0467 27.4304 0.1534 27.6354 0.1411
2588 214.9405966 52.9443452 94.338 2395.0132 27.005 0.0497 26.8131 0.0359 26.6579 0.0372 0.0 0.0 25.6792 0.0378 25.4914 0.0515 26.1842 0.0494
2589 215.0220826 53.0024551 8963.5205 2387.8425 23.7496 0.0106 23.7765 0.009 23.5841 0.0064 22.2502 0.0029 22.6701 0.0039 23.0606 0.0098 23.0559 0.0078
2590 215.0192056 53.000278 8639.3096 2397.8201 0.0 0.0 0.0 0.0 27.3449 0.0859 27.093 0.0564 27.2044 0.077 26.177 0.1223 26.2046 0.0625
2591 214.9927064 52.9814467 5761.4165 2396.7419 27.0817 0.0858 28.7565 0.1169 28.0914 0.0847 0.0 0.0 25.0541 0.2932 26.8942 0.1229 26.8046 0.0833
2592 214.9578296 52.9566722 1973.8021 2391.9885 27.2256 0.061 26.2804 0.0269 26.3615 0.0357 25.5527 0.0218 25.3234 0.0199 25.3682 0.0488 25.4577 0.0269
2593 214.953092 52.9537079 1494.9436 2360.9346 23.2822 0.0076 22.5297 0.0025 21.8189 0.0013 19.9007 0.0005 19.6326 0.0004 19.4934 0.0004 19.5993 0.0004
2594 214.97641 52.9700364 4006.5022 2382.4004 28.6057 0.1633 27.9589 0.0699 27.8964 0.0763 26.2302 0.0298 26.6131 0.0408 25.9086 0.0611 26.4634 0.0472
2595 214.9578146 52.9545886 1787.5564 2548.0366 28.2475 0.1383 28.59 0.1848 28.5827 0.0945 26.3286 0.0531 27.5746 0.1709 26.9735 0.1709 27.5027 0.1024
2596 214.9588206 52.9575515 2097.0557 2378.9634 26.9542 0.0587 27.3084 0.0608 26.1155 0.0468 25.1558 0.0175 25.0587 0.0199 25.0209 0.035 25.1316 0.0241
2597 214.9721907 52.9671088 3554.4746 2376.5879 27.2236 0.0857 27.1267 0.0575 26.8638 0.0321 25.4357 0.0188 25.8456 0.0215 25.7596 0.037 25.7421 0.0343
2598 214.994134 52.9827103 5938.646 2378.0791 25.6628 0.0133 25.4854 0.0103 25.7262 0.0097 24.7577 0.0078 25.0293 0.0105 25.1785 0.0232 25.3482 0.0174
2599 214.9753715 52.9693166 3895.311 2380.9143 27.6267 0.0809 27.2313 0.0857 27.6476 0.0634 27.1167 0.057 28.2604 0.0827 26.9155 0.085 26.9853 0.0775
2600 215.0060628 52.9879808 6948.7842 2620.3044 28.4949 0.2661 28.5717 0.2917 27.2541 0.0944 25.9417 0.0311 26.4317 0.0359 26.8711 0.0941 26.2636 0.0618
2601 215.026237 53.0053448 9409.0791 2392.543 27.1551 0.0724 27.4005 0.0572 27.4135 0.0669 25.8586 0.0236 26.3153 0.0324 26.0021 0.05 27.1695 0.0865
2602 214.9701322 52.9657609 3341.1006 2367.6709 25.8247 0.0452 25.8751 0.0309 25.6694 0.029 24.6354 0.0135 24.286 0.0141 24.4862 0.0257 24.5802 0.0211
2603 214.940247 52.9443249 76.6804 2377.7769 0.0 0.0 27.4079 0.0924 27.0138 0.0721 0.0 0.0 0.0 0.0 25.3493 0.0768 26.328 0.072
2604 214.9639176 52.9613467 2666.1902 2366.6802 26.2898 0.0465 26.7128 0.038 25.9209 0.0219 24.6771 0.0132 24.5635 0.0149 24.3748 0.0247 24.5888 0.0202
2605 215.0094317 52.9936207 7603.5645 2375.887 0.0 0.0 27.5716 0.1084 28.8647 0.0929 27.7844 0.0723 27.5496 0.06 0.0 0.0 27.3789 0.0703
2606 214.9974607 52.9851702 6308.4854 2371.0759 27.632 0.1115 27.4506 0.0588 27.2246 0.0404 25.4577 0.0207 25.527 0.0204 25.7068 0.0384 25.8384 0.0335
2607 215.0015478 52.9879004 6736.8706 2384.4312 26.5454 0.0495 26.4634 0.0246 25.9385 0.0154 23.9982 0.0056 23.7287 0.0049 23.2738 0.0063 23.591 0.0054
2608 215.0140546 52.997249 8136.1382 2350.1582 0.0 0.0 22.7817 0.0065 22.1025 0.0024 20.1776 0.0007 19.879 0.0005 19.7968 0.0007 19.7302 0.0005
2609 215.0028488 52.9891735 6909.1865 2358.2393 25.312 0.027 24.9935 0.0238 25.153 0.0109 23.4646 0.0045 23.4896 0.0042 23.748 0.0083 23.9474 0.0074
2610 215.002908 52.9892705 6920.5093 2354.1006 25.1191 0.0315 25.1978 0.0286 25.1452 0.0139 23.471 0.0064 23.5901 0.0053 24.0485 0.0111 23.9826 0.0102
2611 214.9959589 52.9840576 6141.3374 2374.4004 28.0737 0.1868 27.8183 0.1111 28.7548 0.0826 27.5106 0.0782 26.7988 0.0705 26.1082 0.0553 26.8876 0.0788
2612 214.9508137 52.9519704 1236.8762 2369.4624 25.8652 0.0584 26.7191 0.0354 26.039 0.0372 25.0683 0.017 25.317 0.0235 25.51 0.0364 25.9533 0.0363
2613 214.9659475 52.9629049 2897.001 2358.259 26.1138 0.0625 25.2591 0.0429 24.9679 0.0275 24.0439 0.0124 24.2965 0.013 24.252 0.0186 24.2243 0.0177
2614 214.9976657 52.9853525 6334.0117 2368.3298 0.0 0.0 27.664 0.0655 27.5485 0.0468 25.7055 0.023 25.8407 0.0258 26.0445 0.0492 26.0908 0.0409
2615 214.976082 52.9700016 3988.5222 2367.4353 26.6207 0.0695 26.6916 0.0534 26.3055 0.0321 25.1851 0.0158 25.0228 0.0161 24.9356 0.0224 25.1397 0.0266
2616 214.9758237 52.9701981 3994.312 2338.7891 25.4293 0.0269 25.187 0.0179 25.0615 0.0143 23.8755 0.0081 23.9505 0.007 24.0713 0.0134 23.9574 0.0095
2617 214.9656225 52.9625406 2849.8191 2368.2563 26.9897 0.0706 26.6595 0.0857 26.1213 0.032 25.4854 0.0237 25.9672 0.0321 25.7699 0.0547 26.2724 0.047
2618 214.9434232 52.9467813 439.5247 2363.3892 25.661 0.058 27.8088 0.0715 27.1961 0.0682 25.6313 0.0302 25.9994 0.0519 26.2154 0.0641 26.2676 0.0553
2619 215.027621 53.0066659 9589.4023 2367.0938 0.0 0.0 28.6602 0.1546 27.474 0.0586 26.5867 0.0383 26.3256 0.0363 0.0 0.0 26.4551 0.0594
2620 215.0269281 53.0061318 9510.4531 2370.2397 0.0 0.0 0.0 0.0 28.5295 0.13 27.1965 0.0611 27.5285 0.0642 27.824 0.176 27.8951 0.1354
2621 215.0041198 52.9899287 7034.0498 2369.4426 28.8287 0.2068 28.3799 0.0797 27.5519 0.0379 26.5128 0.0432 26.9417 0.0752 26.7767 0.1268 27.3855 0.1033
2622 214.9740218 52.968613 3771.458 2361.5149 26.1758 0.0259 25.6577 0.0154 25.389 0.0125 24.3282 0.007 0.0 0.0 24.241 0.0106 24.4019 0.0091
2623 214.9497109 52.9512505 1122.7418 2364.4705 26.318 0.0627 26.7595 0.0529 26.3394 0.0374 25.2017 0.0177 24.7752 0.0182 24.9127 0.0312 25.1219 0.0204
2624 214.9415405 52.9462239 304.4939 2304.2903 24.6407 0.0455 23.375 0.0073 22.6418 0.0027 20.8413 0.0009 20.5161 0.0007 20.3819 0.0009 20.3536 0.0008
2625 214.9704311 52.9641719 3213.1606 2503.342 0.0 0.0 27.7507 0.1104 27.9301 0.1176 26.7414 0.0484 26.1166 0.049 0.0 0.0 26.3911 0.0757
2626 214.973165 52.9679108 3670.0703 2368.447 28.6075 0.1476 28.6174 0.1148 28.5321 0.0819 27.8103 0.0678 27.8135 0.0852 0.0 0.0 27.6715 0.0771
2627 214.9787052 52.9719378 4279.8809 2362.2966 0.0 0.0 0.0 0.0 0.0 0.0 28.3151 0.1342 27.3864 0.066 25.6474 0.0654 26.0297 0.0467
2628 214.9610568 52.9592828 2352.6504 2368.5972 0.0 0.0 28.9791 0.1462 28.5993 0.138 27.2882 0.0855 27.4003 0.1078 0.0 0.0 28.1527 0.1022
2629 214.9627858 52.960577 2546.3152 2363.915 0.0 0.0 28.4364 0.093 28.8157 0.1528 0.0 0.0 27.2006 0.0594 27.1662 0.0895 28.0527 0.2978
2630 214.9658615 52.9623943 2847.6316 2392.0896 28.4779 0.1775 27.9519 0.1398 27.7496 0.098 26.4426 0.0427 26.3431 0.037 26.9538 0.1094 26.4811 0.0684
2631 214.9697503 52.9656135 3310.6533 2358.2898 27.6976 0.1196 28.2093 0.1302 28.038 0.1142 26.1264 0.0291 26.1236 0.0529 26.7227 0.0775 26.5954 0.0677
2632 214.9631632 52.9608256 2585.5654 2365.4487 0.0 0.0 27.7454 0.1072 0.0 0.0 0.0 0.0 26.7543 0.1001 26.9503 0.1075 28.1326 0.1712
2633 214.9485554 52.9491632 884.4311 2459.5659 26.5653 0.0531 26.4857 0.0848 26.4063 0.0462 24.5856 0.0153 24.6655 0.0189 24.5245 0.028 24.8031 0.031
2634 215.0044062 52.989999 7053.2939 2379.4971 27.2719 0.109 28.6926 0.0861 28.5553 0.0649 27.0592 0.0508 27.0061 0.0729 26.3498 0.1164 27.432 0.0907
2635 214.9737052 52.9694036 3827.498 2285.0076 22.6507 0.0029 22.3392 0.0018 22.1089 0.0013 20.62 0.0007 20.3664 0.0008 20.3069 0.0011 20.491 0.0009
2636 215.0194393 53.0010227 8716.1777 2354.2202 0.0 0.0 27.0065 0.0948 26.8191 0.0416 25.7827 0.0237 25.6125 0.0203 25.8612 0.0456 25.6847 0.0297
2637 215.0059236 52.9914536 7251.5776 2351.2134 0.0 0.0 27.1966 0.0949 25.8884 0.0322 24.3749 0.0153 24.34 0.0142 25.1701 0.0465 25.1229 0.0288
2638 215.0288026 53.0076242 9728.2676 2358.1316 0.0 0.0 27.6413 0.1125 26.9452 0.0801 26.2632 0.0396 26.3415 0.0301 25.6854 0.1177 26.3742 0.0624
2639 215.0099567 52.9942364 7682.1665 2357.6274 27.9259 0.1214 28.0441 0.0889 27.521 0.0617 26.4037 0.0313 26.423 0.0304 26.5602 0.0559 26.4813 0.0426
2640 214.9957857 52.9806521 5830.3291 2621.6401 0.0 0.0 0.0 0.0 29.0763 0.099 27.6935 0.0654 0.0 0.0 27.2815 0.1198 27.6341 0.0717
2641 214.9580267 52.9572538 2034.5397 2358.7856 28.3241 0.1592 28.6395 0.148 28.4876 0.1498 26.5666 0.058 27.311 0.0755 26.8669 0.085 27.766 0.0826
2642 214.9947551 52.9832942 6018.7876 2367.3867 28.2832 0.2633 27.5793 0.0976 27.5018 0.0484 26.4847 0.0518 25.9771 0.0398 26.6898 0.1035 26.7005 0.0806
2643 215.0245633 53.0042269 9233.7012 2387.1687 26.7582 0.091 26.7337 0.0533 26.4873 0.0644 24.7202 0.0183 25.2312 0.0209 25.1355 0.0419 25.435 0.0295
2644 215.0285286 53.0074387 9699.3359 2357.4465 0.0 0.0 0.0 0.0 28.4834 0.1518 27.2706 0.0592 26.9116 0.0544 28.0271 0.2442 27.8769 0.1459
2645 214.9928501 52.9821068 5826.6914 2354.7273 0.0 0.0 27.9613 0.0879 27.5091 0.0537 25.8067 0.0334 25.8216 0.0345 26.2254 0.0628 26.1389 0.0497
2646 214.968714 52.965127 3220.3381 2339.3359 26.2283 0.04 25.7605 0.0268 24.812 0.0127 23.6769 0.0063 23.6109 0.0062 23.669 0.0099 23.5357 0.0079
2647 214.9492231 52.9510411 1081.9777 2354.0559 28.1407 0.1689 0.0 0.0 27.7529 0.1243 27.99 0.0853 26.8399 0.0648 26.729 0.0756 27.3286 0.077
2648 214.9774874 52.9715435 4189.5532 2326.6853 23.9397 0.0098 23.2451 0.0037 22.6418 0.0021 21.2463 0.0009 20.9652 0.0007 20.7782 0.0009 20.847 0.0009
2649 214.9936511 52.9827317 5918.6499 2350.5852 0.0 0.0 28.3947 0.1957 26.9121 0.0627 25.9058 0.0273 26.0404 0.0314 26.2393 0.0482 26.3096 0.0448
2650 214.9691847 52.9652819 3255.4788 2352.9233 0.0 0.0 0.0 0.0 28.2181 0.1367 0.0 0.0 27.6257 0.1038 27.6374 0.0878 27.8978 0.1553
2651 214.956413 52.9561995 1867.4652 2351.5686 28.3148 0.2129 0.0 0.0 27.7093 0.1494 26.7443 0.0781 26.9222 0.0946 26.6326 0.1326 27.6386 0.1304
2652 214.9645389 52.9621044 2761.8376 2342.9636 26.0563 0.0334 25.9586 0.0244 25.8774 0.0263 24.4969 0.013 24.5782 0.019 25.1136 0.0371 24.9995 0.0235
2653 214.9780206 52.9711807 4181.4243 2382.604 0.0 0.0 0.0 0.0 27.8408 0.0931 27.1717 0.0662 27.6684 0.0617 0.0 0.0 27.4372 0.081
2654 214.9716712 52.9671892 3538.074 2342.6731 0.0 0.0 27.7967 0.0645 27.8875 0.0922 26.325 0.0522 26.0459 0.0503 0.0 0.0 26.0609 0.0389
2655 214.9509278 52.9523345 1274.4811 2348.1841 28.5036 0.2641 27.418 0.0869 29.2404 0.3639 26.7891 0.0874 28.2648 0.2538 26.9576 0.1091 27.8968 0.0988
2656 215.0209034 53.0023575 8901.3652 2332.0461 0.0 0.0 26.0002 0.0701 26.2613 0.0446 24.5682 0.0127 24.485 0.0119 24.5624 0.0311 24.6953 0.0215
2657 215.0034217 52.9900073 7009.3926 2326.1196 0.0 0.0 24.3403 0.0115 24.1182 0.0059 0.0 0.0 22.1406 0.0023 22.3096 0.005 22.2542 0.0033
2658 214.952297 52.9533538 1427.3615 2344.9275 0.0 0.0 27.2821 0.0724 28.0801 0.1308 25.7746 0.0553 0.0 0.0 26.6763 0.1302 26.5925 0.0627
2659 215.0042222 52.9904044 7081.0342 2339.0947 0.0 0.0 0.0 0.0 0.0 0.0 25.0808 0.0239 24.6408 0.0241 25.5122 0.0737 25.3712 0.039
2660 214.9977916 52.9860415 6401.0601 2323.1758 0.0 0.0 25.6963 0.0196 24.3954 0.0052 21.9724 0.0013 21.3993 0.0009 21.6186 0.0015 21.4544 0.0011
2661 215.0064811 52.9921286 7336.9473 2330.2217 25.9134 0.0412 24.3902 0.0155 24.325 0.0093 23.258 0.0054 23.7887 0.0073 24.0828 0.0156 24.1645 0.0123
2662 214.9517407 52.9527712 1350.2455 2358.9282 26.06 0.066 26.8728 0.0434 26.2689 0.0429 24.7413 0.0192 24.7062 0.0221 24.998 0.0341 24.5585 0.0244
2663 215.0045173 52.990647 7116.0073 2336.6306 0.0 0.0 27.4756 0.1016 28.0506 0.0793 26.3103 0.0545 24.7251 0.0345 26.1376 0.0624 26.5849 0.0815
2664 214.996791 52.985123 6273.9209 2338.7407 0.0 0.0 27.1918 0.1029 27.9937 0.0642 26.1074 0.0505 25.9938 0.035 27.4031 0.091 26.669 0.0645
2665 214.9761937 52.9706692 4053.0369 2323.156 25.3461 0.0218 24.7767 0.0129 24.3723 0.0074 23.2358 0.005 23.2291 0.0046 23.1705 0.0065 23.2038 0.005
2666 214.9516921 52.9530627 1373.9956 2334.3818 27.9144 0.1684 26.7433 0.0494 26.6969 0.0348 26.1459 0.0471 25.949 0.0519 25.9332 0.0496 26.0933 0.0531
2667 214.9510205 52.952554 1298.2372 2336.6318 28.3768 0.2185 27.0509 0.0548 27.2142 0.0516 26.5094 0.0546 25.9859 0.0557 27.0765 0.1046 27.0381 0.0842
2668 215.0287504 53.007881 9748.75 2335.9819 0.0 0.0 0.0 0.0 27.3974 0.1534 25.7218 0.0415 26.1891 0.032 25.6205 0.0411 26.7334 0.0582
2669 215.0045994 52.9907375 7127.7949 2334.2119 0.0 0.0 0.0 0.0 28.423 0.0739 26.6671 0.0642 0.0 0.0 26.1376 0.0624 26.61 0.0881
2670 214.9962682 52.9848043 6221.8369 2334.73 0.0 0.0 27.5101 0.1271 0.0 0.0 27.2572 0.0972 27.3059 0.0855 0.0 0.0 26.8046 0.0665
2671 214.9944792 52.983489 6023.6201 2337.927 0.0 0.0 27.4105 0.1204 28.7954 0.1002 27.5716 0.12 27.4191 0.0671 0.0 0.0 28.0966 0.1224
2672 214.9689433 52.9654056 3255.5427 2330.6606 28.0816 0.0882 27.6925 0.0589 26.7614 0.0351 25.311 0.0225 25.268 0.0198 25.6348 0.0311 25.2335 0.0257
2673 214.9524453 52.9535951 1455.5769 2334.7197 29.8377 0.7059 0.0 0.0 28.191 0.1338 0.0 0.0 0.0 0.0 26.6192 0.2008 26.6521 0.0698
